raceId,mean_position_difference_no_DNF
691,1.2727272727272727
692,0.6666666666666666
693,1.625
694,0.6666666666666666
695,2.1538461538461537
696,2.0
697,1.2727272727272727
698,3.3846153846153846
699,2.769230769230769
700,3.4
701,1.3333333333333333
702,1.1666666666666667
703,2.0
704,1.0769230769230769
705,1.4545454545454546
706,2.4
707,0.625
708,2.588235294117647
709,2.0
710,1.2307692307692308
711,0.9230769230769231
712,1.8181818181818181
713,3.75
714,1.5714285714285714
715,1.5
716,2.4705882352941178
717,2.75
718,2.3076923076923075
719,1.0
720,2.4
721,1.4
722,1.3333333333333333
723,1.7777777777777777
724,2.25
725,2.3529411764705883
726,1.0666666666666667
727,2.727272727272727
728,2.0
729,2.25
730,2.5
731,1.7647058823529411
732,4.117647058823529
733,1.5384615384615385
734,1.0769230769230769
735,2.3076923076923075
736,1.3846153846153846
737,3.142857142857143
738,3.2222222222222223
739,2.3636363636363638
740,0.3333333333333333
741,2.533333333333333
742,2.736842105263158
743,3.4444444444444446
744,2.5714285714285716
745,2.1333333333333333
746,3.2
747,3.466666666666667
748,2.533333333333333
749,4.625
750,2.875
751,3.0
752,2.857142857142857
753,2.4615384615384617
754,2.0
755,1.5384615384615385
756,1.6470588235294117
757,3.0588235294117645
758,1.5555555555555556
759,2.1333333333333333
760,1.1111111111111112
761,1.0
762,1.8333333333333333
763,3.076923076923077
764,2.933333333333333
765,2.3529411764705883
766,2.25
767,2.111111111111111
768,2.823529411764706
769,2.588235294117647
770,3.111111111111111
771,1.0
772,1.0
773,2.1052631578947367
774,3.3333333333333335
775,1.411764705882353
776,1.6470588235294117
777,2.375
778,2.3076923076923075
779,1.4444444444444444
780,2.380952380952381
781,1.0
782,0.7058823529411765
783,3.466666666666667
784,2.7058823529411766
785,1.7142857142857142
786,1.0
787,1.411764705882353
788,2.1052631578947367
789,1.0769230769230769
790,2.1176470588235294
791,4.285714285714286
792,3.5384615384615383
793,2.1052631578947367
794,3.8461538461538463
795,2.7058823529411766
796,2.7777777777777777
797,1.2941176470588236
798,3.2222222222222223
799,4.0
800,4.933333333333334
801,2.8
802,1.7647058823529411
803,2.7777777777777777
804,4.933333333333334
805,2.7777777777777777
806,3.0588235294117645
807,3.0526315789473686
808,2.0
809,1.6
810,1.6666666666666667
811,2.0
812,4.111111111111111
813,1.875
814,1.6666666666666667
815,2.0
816,3.25
817,1.7142857142857142
818,1.2941176470588236
819,4.142857142857143
820,1.7777777777777777
821,1.5294117647058822
822,2.2857142857142856
823,2.9411764705882355
824,2.235294117647059
825,2.736842105263158
826,1.6
827,1.5
828,2.526315789473684
829,2.6666666666666665
830,3.1
831,1.4736842105263157
832,1.263157894736842
833,4.5
834,1.6
835,2.125
836,1.7647058823529411
837,1.4666666666666666
838,3.5
839,2.4761904761904763
840,0.9285714285714286
841,2.588235294117647
842,2.5217391304347827
843,2.090909090909091
844,2.761904761904762
845,2.5555555555555554
846,2.888888888888889
847,2.0
848,2.4210526315789473
849,1.7
850,2.5
851,3.6842105263157894
852,1.3333333333333333
853,1.3333333333333333
854,2.5217391304347827
855,1.4285714285714286
856,1.7894736842105263
857,1.9
858,2.2
859,3.375
860,4.545454545454546
861,2.869565217391304
862,3.909090909090909
863,1.5789473684210527
864,1.625
865,3.0
866,4.105263157894737
867,2.5714285714285716
868,3.391304347826087
869,1.3636363636363635
870,2.5555555555555554
871,3.3636363636363638
872,1.894736842105263
873,3.1578947368421053
874,2.1
875,2.0
876,2.823529411764706
877,2.5454545454545454
878,2.736842105263158
879,1.6666666666666667
880,2.5555555555555554
881,1.4444444444444444
882,3.5238095238095237
883,2.736842105263158
884,2.375
885,3.1
886,3.5
887,2.0
888,2.9473684210526314
889,2.8421052631578947
890,1.2
891,3.1
892,3.1
893,2.526315789473684
894,3.0526315789473686
895,2.5714285714285716
896,1.9047619047619047
897,2.736842105263158
898,1.6923076923076923
899,1.6
900,2.7058823529411766
901,2.1
902,2.1
903,2.142857142857143
904,2.2857142857142856
905,2.1052631578947367
906,3.411764705882353
907,2.0
908,3.75
909,2.6666666666666665
910,1.8
911,1.8823529411764706
912,2.9523809523809526
913,2.526315789473684
914,1.8666666666666667
915,2.3529411764705883
916,4.0
917,1.0909090909090908
918,2.4
919,1.2941176470588236
920,1.8823529411764706
921,1.6666666666666667
922,1.5294117647058822
923,2.588235294117647
924,1.5714285714285714
925,1.0769230769230769
926,3.5
927,2.875
928,3.6666666666666665
929,1.2
930,3.3
931,3.6
932,2.5
933,1.125
934,2.0
935,2.1052631578947367
936,2.5
937,2.4705882352941178
938,2.909090909090909
939,3.111111111111111
940,1.2941176470588236
941,1.8666666666666667
942,2.210526315789474
943,2.4444444444444446
944,3.3
945,2.235294117647059
946,1.8095238095238095
947,1.8
948,3.8823529411764706
949,1.0
950,2.5555555555555554
951,2.25
952,2.272727272727273
953,2.0
954,1.9047619047619047
955,2.25
956,1.2941176470588236
957,0.6153846153846154
958,2.933333333333333
959,1.8571428571428572
960,1.5
961,2.875
962,1.8666666666666667
963,1.75
964,2.7142857142857144
965,1.875
966,2.9411764705882355
967,1.411764705882353
968,2.3529411764705883
969,2.888888888888889
970,1.1666666666666667
971,2.888888888888889
972,2.1333333333333333
973,2.125
974,2.533333333333333
975,3.0
976,1.0
977,1.8666666666666667
978,2.823529411764706
979,2.5
980,2.5714285714285716
981,0.8571428571428571
982,2.6315789473684212
983,1.7647058823529411
984,1.8823529411764706
985,2.933333333333333
986,1.8666666666666667
987,3.625
988,1.6470588235294117
989,2.1333333333333333
990,2.125
991,2.3157894736842106
992,3.0
993,2.588235294117647
994,2.4285714285714284
995,1.875
996,2.2222222222222223
997,1.2
998,2.0
999,3.473684210526316
1000,2.0
1001,1.625
1002,1.2222222222222223
1003,2.210526315789474
1004,1.5555555555555556
1005,2.210526315789474
1006,2.7
1007,2.588235294117647
1008,5.0
1009,2.0
1010,3.6666666666666665
1011,3.2941176470588234
1012,1.8823529411764706
1013,2.533333333333333
1014,2.235294117647059
1015,1.7777777777777777
1016,2.111111111111111
1017,5.2631578947368425
1018,2.526315789473684
1019,2.4615384615384617
1020,3.0588235294117645
1021,3.1578947368421053
1022,2.7058823529411766
1023,3.0526315789473686
1024,1.1578947368421053
1025,0.9411764705882353
1026,3.125
1027,0.8333333333333334
1028,2.5555555555555554
1029,2.2666666666666666
1030,2.210526315789474
1031,2.533333333333333
1032,4.823529411764706
1033,2.888888888888889
1034,3.176470588235294
1035,1.368421052631579
1036,2.5555555555555554
1037,2.235294117647059
1038,2.1052631578947367
1039,1.4736842105263157
1040,1.2222222222222223
1041,4.444444444444445
1042,3.0
1043,1.4444444444444444
1044,2.6315789473684212
1045,1.5555555555555556
1046,2.769230769230769
1047,0.2
1048,2.0
1049,2.1333333333333333
1050,4.105263157894737
1051,3.9
1052,1.411764705882353
1053,3.111111111111111
1054,2.2222222222222223
1055,2.888888888888889
1056,2.8
1057,2.6666666666666665
1058,3.789473684210526
1059,1.4285714285714286
1060,1.8823529411764706
1061,3.2222222222222223
1062,2.7058823529411766
1063,2.5555555555555554
1064,1.5294117647058822
1065,1.375
1066,3.2941176470588234
1067,2.5714285714285716
1068,2.235294117647059
1069,2.125
1070,4.1
1071,4.222222222222222
1072,2.0
1073,3.75
1074,2.5714285714285716
1075,1.7777777777777777
1076,3.2941176470588234
1077,2.210526315789474
1078,2.7058823529411766
1079,2.4210526315789473
1080,2.7058823529411766
1081,3.0
1082,3.764705882352941
1083,1.7777777777777777
1084,2.9
1085,1.7894736842105263
1086,3.6
1087,3.5555555555555554
1088,2.6315789473684212
1089,2.6666666666666665
1090,3.0
1091,1.3333333333333333
1092,3.176470588235294
1093,1.7777777777777777
1094,4.0
1095,1.2
1096,3.0588235294117645
1097,2.6666666666666665
1098,2.823529411764706
1099,2.2857142857142856
1100,5.368421052631579
1101,2.1
1102,2.3
1103,1.7777777777777777
1104,2.235294117647059
1105,1.411764705882353
1106,1.7647058823529411
1107,2.736842105263158
1108,1.7894736842105263
1109,0.5
1110,1.8666666666666667
1111,1.5
1112,3.2
1113,1.3333333333333333
1114,2.6315789473684212
1115,2.2222222222222223
1116,2.5
1117,1.894736842105263
1118,3.8947368421052633
1119,2.1052631578947367
1120,3.789473684210526
1121,1.8823529411764706
1122,3.6
1123,2.2222222222222223
1124,2.2666666666666666
1125,3.6470588235294117
